Team Name,Team City,Competition Level,Gender Division,lat,lon
Elephantitis,Terre Haute,College,Men,39.4667025,-87.4139119
Ninja Geese,Tigerville,College,Men,35.0684492,-82.3684509
Flying Vs,Toledo,College,Women,41.6529143,-83.5378173
Savage,Toledo,College,Men,41.6529143,-83.5378173
Toronto,Toronto,College,Women,41.9050213,-90.8640346
Torontula,Toronto,College,Men,41.9050213,-90.8640346
Hammertime,Towson,College,Women,39.3964591,-76.6148148
Hammertime B,Towson,College,Women,39.3964591,-76.6148148
Pandamonium,Towson,College,Men,39.3964591,-76.6148148
Bamboozle,Towson,College,Men,39.3964591,-76.6148148
Triangle Tourists,Triangle Area,College,Women,43.0549624,-87.9345381
Strut,Troy,College,Women,42.6055893,-83.1499304
Trudge,Troy,College,Men,42.6055893,-83.1499304
Trudge B,Troy,College,Men,42.6055893,-83.1499304
Scorch,Tucson,College,Women,32.2228765,-110.9748477
Sirens,Tucson,College,Women,32.2228765,-110.9748477
Sunburn,Tucson,College,Men,32.2228765,-110.9748477
Swashbucklers,Tucson,College,Men,32.2228765,-110.9748477
Party Fowl,Tulsa,College,Men,36.1556805,-95.9929113
Coriolis Force,Tulsa,College,Women,36.1556805,-95.9929113
Fighting Corgis,Turlock,College,Women,37.4946568,-120.8465941
Alabama B ,Tuscaloosa,College,Men,33.2095614,-87.5675258
Ramma Jamma,Tuscaloosa,College,Women,33.2095614,-87.5675258
Yellow Hammer,Tuscaloosa,College,Men,33.2095614,-87.5675258
LoveTap,University Park,College,Men,41.4400344,-87.683377
Crisis,University Park,College,Women,41.4400344,-87.683377
C-Hawks,Urbana,College,Men,40.1117174,-88.207301
Afterburn,USAF Academy,College,Men,38.774069,-104.3015345
UCLA in Uniforms,USAF Academy,College,Men,38.774069,-104.3015345
Chicks Hucking Discs,Valparaiso,College,Women,41.4730948,-87.0611412
Deus Vult,Valparaiso,College,Men,41.4730948,-87.0611412
Thunderbirds,Vancouver,College,Men,45.6306954,-122.6744557
Thunderbirds,Vancouver,College,Women,45.6306954,-122.6744557
UVixens,Victoria,College,Women,28.8026443,-96.9766308
Vikes,Victoria,College,Men,28.8026443,-96.9766308
Scots Club Ultimate Frisbee,Vienna,College,Men,38.9013729,-77.2651762
Main Line Ultimate,Villanova,College,Men,40.0373323,-75.3490769
Bullet,Waco,College,Mixed,31.549333,-97.1466695
Intrigue,Waco,College,Women,31.549333,-97.1466695
Stonewall ,Waco,College,Men,31.549333,-97.1466695
Stonewall A,Waco,College,Men,31.549333,-97.1466695
Sweets,Walla Walla,College,Men,46.0667277,-118.3393456
Sweets (D-III),Walla Walla,College,Women,46.0667277,-118.3393456
Whitman Sweets,Walla Walla,College,Women,46.0667277,-118.3393456
Icehouse,Waltham,College,Men,42.3756401,-71.2358004
Icehouse Light,Waltham,College,Men,42.3756401,-71.2358004
Salt n Peppa,Waltham,College,Women,42.3756401,-71.2358004
Banshee,Waltham,College,Women,42.3756401,-71.2358004
MegaTRON,Waltham,College,Men,42.3756401,-71.2358004
Transhee,Waltham,College,Mixed,42.3756401,-71.2358004
Transhee Underdogs,Waltham,College,Mixed,42.3756401,-71.2358004
TRON,Waltham,College,Men,42.3756401,-71.2358004
Lady Warriors,Warren,College,Women,40.8442828,-90.6168408
Warriors,Warren,College,Men,40.8442828,-90.6168408
Booty Brown,Washington DC,College,Men,38.8950368,-77.0365427
Dirty Ladies,Washington DC,College,Women,38.8950368,-77.0365427
Dirty Ladies,Washington DC,College,Women,38.8950368,-77.0365427
Stall 11,Washington DC,College,Men,38.8950368,-77.0365427
Bad Habit,Washington DC,College,Men,38.8950368,-77.0365427
Nun Betta,Washington DC,College,Women,38.8950368,-77.0365427
G Dub Hippos B,Washington DC,College,Women,38.8950368,-77.0365427
G-Dub Hippos,Washington DC,College,Men,38.8950368,-77.0365427
g-dub X,Washington DC,College,Women,38.8950368,-77.0365427
g-dub Y,Washington DC,College,Women,38.8950368,-77.0365427
Black Squirrels,Washington DC,College,Men,38.8950368,-77.0365427
Catholic Justice,Washington DC,College,Men,38.8950368,-77.0365427
Georgetown B- Biddin' Foyas,Washington DC,College,Women,38.8950368,-77.0365427
Huckin' Foyas,Washington DC,College,Women,38.8950368,-77.0365427
G-dub Hippos A,Washington DC,College,Women,38.8950368,-77.0365427
G-Dub B Bus Stop,Washington DC,College,Men,38.8950368,-77.0365427
Dazzlin' Asses,Waterville,College,Mixed,44.5520105,-69.6317121
Dazzlin' Asses,Waterville,College,Men,44.5520105,-69.6317121
Dazzlin' Assettes,Waterville,College,Women,44.5520105,-69.6317121
Whiptails,Wellesley,College,Women,42.2964859,-71.2925571
Whiptails,Wellesley,College,Women,42.2964859,-71.2925571
West Chester,West Chester,College,Men,39.9597213,-75.6059638
West Chester A,West Chester,College,Men,39.9597213,-75.6059638
West Chester,West Chester,College,Women,39.9597213,-75.6059638
Lighthouse,West Hartford,College,Men,41.7620447,-72.7420399
Chargers,West Haven,College,Men,41.2732501,-72.9612374
CTRL-Z,West Lafayette,College,Men,40.4258686,-86.9080655
Undue Ultimate,West Lafayette,College,Men,40.4258686,-86.9080655
AMOC,West Lafayette,College,Women,40.4258686,-86.9080655
Army West Point,West Point,College,Men,33.6076186,-88.6503255
Owls,Westfield,College,Men,42.1390327,-72.7584859
DEVYL,Westfield,College,Women,42.1390327,-72.7584859
Mastodon,Wheaton,College,Men,41.8646959,-88.1101709
Shagon,Wheaton,College,Mixed,41.8646959,-88.1101709
Wheaton Mastodonnas,Wheaton ,College,Women,41.8646959,-88.1101709
Sub*Par,Whitewater,College,Men,37.9647365,-97.1475347
Cavalry,Wichita Falls,College,Men,33.9137085,-98.4933873
Darkhorse,Williamsburg,College,Men,37.2708788,-76.7074042
Mother Huckers,Williamsburg,College,Women,37.2708788,-76.7074042
Seahorse,Williamsburg,College,Men,37.2708788,-76.7074042
Woolly Mammoths,Williamsburg,College,Women,37.2708788,-76.7074042
Mother Horse,Williamsburg,College,Mixed,37.2708788,-76.7074042
BUF*,Williamstown,College,Men,38.6381245,-84.5604977
La WUFA,Williamstown,College,Women,38.6381245,-84.5604977
WUFO,Williamstown,College,Men,38.6381245,-84.5604977
KillaBeez,Wilmington,College,Men,39.7459468,-75.546589
Seamen,Wilmington,College,Men,39.7459468,-75.546589
Seaweed,Wilmington,College,Women,39.7459468,-75.546589
Sound Ultimate,Winchester,College,Men,39.1852184,-78.1652404
Wingate Bulldogs,Wingate,College,Men,34.9843176,-80.4492319
MUTs,Winona,College,Men,43.9582272,-91.7807784
Bad Monaz,Winona,College,Women,43.9582272,-91.7807784
Experience,Winona,College,Men,43.9582272,-91.7807784
"Well Oiled Machine, Baby",Winston-Salem,College,Men,36.0998131,-80.2440518
Ruckus,Winston-Salem,College,Women,36.0998131,-80.2440518
Betty Gone Wild,Wooster,College,Women,40.7980976,-81.9397733
RamJam,Wooster,College,Men,40.7980976,-81.9397733
Rampant Cow,Wooster,College,Men,40.7980976,-81.9397733
Wooster B,Wooster,College,Women,40.7980976,-81.9397733
Heart of Clarkness,Worcester,College,Men,42.2625621,-71.8018877
Joan of Clark,Worcester,College,Women,42.2625621,-71.8018877
Purple Heys,Worcester,College,Men,42.2625621,-71.8018877
Bullets,Worcester,College,Men,42.2625621,-71.8018877
Double Shot,Worcester,College,Women,42.2625621,-71.8018877
Pennsbury Ultimate Female Frisbee,Yardley,College,Women,40.245664,-74.8459972
Aperture Ultimate ,Youngstown,College,Men,41.1035786,-80.6520161
Raging Peacocks,Ypsilanti,College,Women,42.2410562,-83.613055
Sick Hammers,Austin,Grand Masters,Men,30.2711286,-97.7436995
Coney Island Fun House,Avalon,Grand Masters,Men,33.34221,-118.3272612
Rust,Birmingham,Grand Masters,Men,33.5206824,-86.8024326
Boston,Boston,Grand Masters,Women,42.3602534,-71.0582912
Bighorn,Boulder,Grand Masters,Men,40.0149856,-105.2705456
No Country,Brattleboro,Grand Masters,Men,42.8507588,-72.5572913
Brooklyn,Brooklyn,Grand Masters,Men,40.6501038,-73.9495823
Grave Error,Chapel Hill,Grand Masters,Men,35.9131542,-79.05578
Old Man Winter,chicago,Grand Masters,Men,41.8755616,-87.6244212
Sandblast,Chicago,Grand Masters,Men,41.8755616,-87.6244212
Sidearm,Chicago,Grand Masters,Women,41.8755616,-87.6244212
Age Against the Machine,Cincinnati,Grand Masters,Men,39.1014537,-84.5124602
projectile dysfunction team HELM,Columbus,Grand Masters,Men,39.9622601,-83.0007065
Big D N R,Dallas,Grand Masters,Men,32.7762719,-96.7968559
Johnny Walker,Denver/Boulder,Grand Masters,Men,42.7506965,-109.7005117
Reckon,GA/TN/etc,Grand Masters,Men,34.9797563,-85.2107764
Rust Belt,Greater Detroit,Grand Masters,Men,42.33027,-83.0475557
Blazing Sandals,Lakeland,Grand Masters,Men,28.0394654,-81.9498042
Borderline,Maritimes,Grand Masters,Men,33.729721,-78.954844
Surly,Minneapolis,Grand Masters,Men,44.9772995,-93.2654692
Goatswitcher,Montgomery,Grand Masters,Men,32.3669656,-86.3006485
Goatswitcher - Beach,Montgomery ,Grand Masters,Men,32.3669656,-86.3006485
Riding High West,Multiple,Grand Masters,Women,39.06993,-108.5685867
Reckon (for Beach Nats),Nashville,Grand Masters,Men,36.1622296,-86.7743531
Moscow State,New York City,Grand Masters,Men,40.7127281,-74.0060152
Critical Mass,Northampton,Grand Masters,Men,42.3178989,-72.6311006
Shadows,Oakland,Grand Masters,Men,37.8044557,-122.2713563
GrandMaster Flash,Orlando,Grand Masters,Men,28.5421109,-81.3790304
Sol Draft,Orlando,Grand Masters,Men,28.5421109,-81.3790304
Scrapple,Philadelphia,Grand Masters,Men,39.9527237,-75.1635262
DinoSlam,Portland,Grand Masters,Men,45.5202471,-122.6741949
Hootenanny,Raleigh,Grand Masters,Men,35.7803977,-78.6390989
Peak Bloom,Rockville,Grand Masters,Women,39.0840054,-77.1527573
Cal Grand Masters,San Diego,Grand Masters,Men,32.7174202,-117.1627728
Endless Sunset,San Diego,Grand Masters,Men,32.7174202,-117.1627728
J2,Seattle,Grand Masters,Women,47.6038321,-122.3300624
Kalakala,Seattle,Grand Masters,Men,47.6038321,-122.3300624
Poachella,Seattle,Grand Masters,Women,47.6038321,-122.3300624
Old Growth (OG),Silicon Valley,Grand Masters,Men,37.4429964,-122.1545229
etceTERRA,Toronto,Grand Masters,Women,41.9050213,-90.8640346
Legion,Vancouver,Grand Masters,Men,45.6306954,-122.6744557
ShutDown,Washington DC,Grand Masters,Men,38.8950368,-77.0365427
Grandmasters of the Universe,Winnipeg,Grand Masters,Men,37.6044889,-92.30222
Old and in the Way,Boulder,Great Grand Masters,Men,40.0149856,-105.2705456
AGE Against the Machine GGM,Cincinanti,Great Grand Masters,Men,39.76,-98.5
Rudy and Friends,Concord,Great Grand Masters,Men,43.207178,-71.537476
Ozark Hillbillys,Fayetteville,Great Grand Masters,Men,36.0625843,-94.1574328
Surly ,Minneapolis,Great Grand Masters,Men,44.9772995,-93.2654692
Great GrandMaster Flash,Orlando,Great Grand Masters,Men,28.5421109,-81.3790304
Phifty,Philadelphia,Great Grand Masters,Men,39.9527237,-75.1635262
TriAged,Raleigh,Great Grand Masters,Men,35.7803977,-78.6390989
Endless Sunset GGM,San Diego,Great Grand Masters,Men,32.7174202,-117.1627728
Relics,San Francisco,Great Grand Masters,Men,37.7790262,-122.419906
wreckAge,Sudbury,Great Grand Masters,Men,42.3834278,-71.4161725
Old Growth,Tacoma,Great Grand Masters,Men,47.2495798,-122.4398746
Renegade,Acton,High School,Girls,34.4807415,-118.1868379
Renegade DII,Acton,High School,Boys,34.4807415,-118.1868379
Renegade DIII,Acton Boxborough,High School,Boys,42.477263,-71.494311
Renegade DIII,Acton Boxborough,High School,Mixed,42.477263,-71.494311
Dark Meat,Alameda,High School,Boys,37.6090291,-121.899142
Albany Ultimate,Albany,High School,Boys,42.6511674,-73.754968
TJ Ultimate,Alexandria,High School,Boys,38.8051095,-77.0470229
Fox Valley Fusion B,Algonquin ,High School,Boys,42.1655801,-88.2942493
Hampton Ultimate Club,Allison Park,High School,Boys,40.5584013,-79.9581094
Parallel,Ames,High School,Boys,42.0267703,-93.6170554
Hurricanes,Amherst,High School,Boys,42.3685658,-72.505714
Hurricanes,Amherst,High School,Boys,42.3685658,-72.505714
Hurricanes,Amherst,High School,Boys,42.3685658,-72.505714
Hurricanes - Girls Varsity,Amherst,High School,Girls,42.3685658,-72.505714
Hurricanes JV,Amherst,High School,Girls,42.3685658,-72.505714
ARMS,Amherst,High School,Boys,42.3685658,-72.505714
Andover Ultimate,Andover,High School,Boys,45.2332985,-93.2913405
Andover Ultimate,Andover,High School,Boys,45.2332985,-93.2913405
Andover Ultimate,Andover,High School,Girls,45.2332985,-93.2913405
Jaguars,Ankeny,High School,Boys,41.7318715,-93.6003837
Air Raid (A),Ann Arbor,High School,Boys,42.2681569,-83.7312291
Air Raid (Reserve),Ann Arbor,High School,Boys,42.2681569,-83.7312291
Air Benders,Anoka,High School,Boys,45.2710195,-93.2827625
Apex High School,Apex,High School,Mixed,35.7325352,-78.8505516
Apex High School,Apex,High School,Boys,35.7325352,-78.8505516
Rainbow Sox,Apex,High School,Mixed,35.7325352,-78.8505516
Rainbow Sox,Apex,High School,Boys,35.7325352,-78.8505516
Mustangs,Apex,High School,Mixed,35.7325352,-78.8505516
Mustangs,Apex,High School,Boys,35.7325352,-78.8505516
Eagles,Apple Valley,High School,Boys,44.7319094,-93.21772
Eagles,Apple Valley,High School,Girls,44.7319094,-93.21772
zEUs,Apple Valley ,High School,Boys,44.7319094,-93.21772
Mounds View JV ,Arden Hills,High School,Boys,45.0761409,-93.1666945
MoundsView Mixed,Arden Hills,High School,Mixed,45.0761409,-93.1666945
Lady Baba,Ardmore,High School,Girls,34.1742611,-97.1436254
Lady Baba JV,Ardmore,High School,Girls,34.1742611,-97.1436254
Lower Merion Aces,Ardmore,High School,Boys,34.1742611,-97.1436254
PUMAHS,Arlington,High School,Boys,32.701939,-97.1056238
HB Coffee,Arlington,High School,Girls,32.701939,-97.1056238
HB Woodlawn,Arlington,High School,Boys,32.701939,-97.1056238
Pandamonium,Arlington,High School,Girls,32.701939,-97.1056238
H-B Woodlawn JV girls,Arlington,High School,Girls,32.701939,-97.1056238
JV boys,Arlington,High School,Boys,32.701939,-97.1056238
Washington-Lee Slarenegs,Arlington,High School,Boys,32.701939,-97.1056238
Washington Lee,Arlington,High School,Girls,32.701939,-97.1056238
Slarenegs JV,Arlington,High School,Boys,32.701939,-97.1056238
Yorktown,Arlington,High School,Boys,32.701939,-97.1056238
Yorktown,Arlington,High School,Boys,32.701939,-97.1056238
Yorktown,Arlington,High School,Girls,32.701939,-97.1056238
YLee Coyotes,Arlington,High School,Girls,32.701939,-97.1056238
Ashland Ultimate A,Ashland,High School,Boys,46.2062319,-90.6802594
AIS Eagles,Atlanta,High School,Boys,33.7489924,-84.3902644
Storm ,Atlanta,High School,Boys,33.7489924,-84.3902644
MELD,Atlanta,High School,Girls,33.7489924,-84.3902644
Disc Devils,Atlanta,High School,Boys,33.7489924,-84.3902644
Gauntlet,Atlanta,High School,Boys,33.7489924,-84.3902644
Gauntlet (girls),Atlanta,High School,Girls,33.7489924,-84.3902644
Gauntlet JV,Atlanta,High School,Boys,33.7489924,-84.3902644
Grady Gauntlet Girls,Atlanta,High School,Girls,33.7489924,-84.3902644
Lakeside HS Vikings,Atlanta,High School,Boys,33.7489924,-84.3902644
Lakeside HS Vikings JV,Atlanta,High School,Boys,33.7489924,-84.3902644
Gruel,Atlanta,High School,Boys,33.7489924,-84.3902644
JV Groove,Atlanta,High School,Girls,33.7489924,-84.3902644
PythonsGroove Varsity,Atlanta,High School,Girls,33.7489924,-84.3902644
Paideia Boys JV,Atlanta,High School,Boys,33.7489924,-84.3902644
TNS Owls,Atlanta,High School,Boys,33.7489924,-84.3902644
Regis Jesuit Ultimate,Aurora,High School,Mixed,41.7571701,-88.3147539
Anderson HS,austin,High School,Boys,30.2711286,-97.7436995
Austin High Maroons,Austin,High School,Boys,30.2711286,-97.7436995
Bowie Bulldogs,Austin,High School,Mixed,30.2711286,-97.7436995
Bowie Bulldogs,Austin,High School,Boys,30.2711286,-97.7436995
Lake Travis,Austin,High School,Boys,30.2711286,-97.7436995
Vertikills,Austin,High School,Mixed,30.2711286,-97.7436995
McCallum Knights,Austin,High School,Boys,30.2711286,-97.7436995
Chaparrals,Austin,High School,Boys,30.2711286,-97.7436995
Panthers,Austin ,High School,Mixed,30.2711286,-97.7436995
Panthers,Austin ,High School,Boys,30.2711286,-97.7436995
Patriots,Ballwin,High School,Boys,38.5936028,-90.5385549
Archbishop Curley Ultimate,Baltimore,High School,Boys,39.2908816,-76.610759
Engineers,Baltimore,High School,Boys,39.2908816,-76.610759
Hammerheads,Barrington,High School,Mixed,42.1539141,-88.1361888
Hammerheads,Barrington,High School,Boys,42.1539141,-88.1361888
Bayou Hazard,Baton Rouge,High School,Boys,30.4459596,-91.18738
Bayou Hazard,Baton Rouge,High School,Boys,30.4459596,-91.18738
Bedford Bucs,Bedford,High School,Boys,32.844017,-97.1430671
Bedford Bucs,Bedford,High School,Mixed,32.844017,-97.1430671
Bedford HS Ultimate,Bedford,High School,Mixed,32.844017,-97.1430671
Belmont Ultimate,Belmont,High School,Boys,37.5164926,-122.2941914
Belton Biscuits,Belton,High School,Boys,31.0560132,-97.464453
Avalanche,Bend,High School,Boys,44.0581728,-121.3153096
Firebirds,Bensalem,High School,Boys,40.1027615,-74.9321395
California Roll,Berkeley,High School,Girls,37.8708393,-122.2728639
Coup Red,Berkeley,High School,Boys,37.8708393,-122.2728639
Coup Yellow ,Berkeley,High School,Boys,37.8708393,-122.2728639
Lo Coup,Berkeley,High School,Boys,37.8708393,-122.2728639
Barons,Bethesda,High School,Boys,38.9819845,-77.1242341
Private Stock,Bethesda,High School,Boys,38.9819845,-77.1242341
Poets & Pitchers,Bethesda,High School,Boys,38.9819845,-77.1242341
Panthers,Beverly,High School,Boys,42.5584284,-70.8800491
Bexley,Bexley,High School,Boys,39.9692378,-82.936864
Bexley,Bexley,High School,Mixed,39.9692378,-82.936864
Indians (Boys),Billerica,High School,Boys,42.5584264,-71.268947
Indians (Boys),Billerica,High School,Mixed,42.5584264,-71.268947
Bloomington,Bloomington,High School,Boys,39.1670396,-86.5342881
Bloomington Bullets,Bloomington,High School,Boys,39.1670396,-86.5342881
Borah 2017,Boise,High School,Mixed,43.6166163,-116.200886
Capital HS,Boise,High School,Mixed,43.6166163,-116.200886
Marooners,Boise,High School,Mixed,43.6166163,-116.200886
Mavericks,Boise,High School,Mixed,43.6166163,-116.200886
Sage,Boise,High School,Mixed,43.6166163,-116.200886
Wolves,Boise,High School,Mixed,43.6166163,-116.200886
The Ultimate Chieftains,Bolton,High School,Boys,41.7689878,-72.4334173
BLUR,Boone,High School,Boys,42.321246,-88.8235511
BC High sEagle Ultimate,Boston,High School,Boys,42.3602534,-71.0582912
BC High Ultimate HoH,Boston,High School,Boys,42.3602534,-71.0582912
Flower Power,Boulder,High School,Girls,40.0149856,-105.2705456
Hula,Boulder,High School,Mixed,40.0149856,-105.2705456
HULA,Boulder,High School,Boys,40.0149856,-105.2705456
Fairview ,Boulder,High School,Girls,40.0149856,-105.2705456
Fairview Boys,Boulder,High School,Boys,40.0149856,-105.2705456
Fairview Mixed,Boulder,High School,Mixed,40.0149856,-105.2705456
Viewmont A,Bountiful,High School,Boys,40.8894611,-111.8804817
Brentwood Breeze,Brentwood,High School,Boys,37.9317766,-121.6960266
Trojans,Bridgewater,High School,Boys,41.9903787,-70.9750426
Fieldston (B)eagles,Bronx,High School,Boys,40.8466508,-73.8785937
Fieldston (B)eagles,Bronx,High School,Mixed,40.8466508,-73.8785937
Fieldston (Sh)eagles,Bronx,High School,Girls,40.8466508,-73.8785937
Fieldston Eagles,Bronx,High School,Boys,40.8466508,-73.8785937
Riverdale,Bronx,High School,Mixed,40.8466508,-73.8785937
Brookfield East,Brookfield,High School,Boys,41.8228378,-87.848085
Packer A,Brooklyn,High School,Mixed,40.6501038,-73.9495823
Pelicans,Brooklyn,High School,Boys,40.6501038,-73.9495823
Blue Devils,Brooklyn,High School,Mixed,40.6501038,-73.9495823
Brooklyn Latin,Brooklyn,High School,Boys,40.6501038,-73.9495823
Brooklyn Latin,Brooklyn,High School,Mixed,40.6501038,-73.9495823
En Fuego,Broomfield,High School,Girls,39.9203827,-105.0691464
En Fuego Mixed 2017,Broomfield,High School,Mixed,39.9203827,-105.0691464
BrHS En Fuego,Broomfield,High School,Boys,39.9203827,-105.0691464
Hays Haze,Buda,High School,Boys,30.082475,-97.8417144
Rams,Burbank,High School,Boys,34.1816482,-118.3258554
Rams,Burbank,High School,Mixed,34.1816482,-118.3258554
Witness ,Burke ,High School,Boys,48.7882181,-102.5295867
Seahorse,Burlington,High School,Boys,44.4761601,-73.212906
Seahorses,Burlington,High School,Girls,44.4761601,-73.212906
Golden Tornado,Butler,High School,Boys,37.77924,-96.8456342
Canal Winchester,Canal Winchester,High School,Boys,39.8429205,-82.8159462
Canal Winchester,Canal Winchester,High School,Mixed,39.8429205,-82.8159462
Canandaigua Flying Bison,Canandaigua,High School,Boys,42.8858579,-77.2799761
Cape Ultimate - Girls,Cape Elizabeth,High School,Girls,43.5931434,-70.2289333
Cape Ultimate - Mixed,Cape Elizabeth,High School,Mixed,43.5931434,-70.2289333
Cape Ultimate - Mixed,Cape Elizabeth,High School,Boys,43.5931434,-70.2289333
Cape Ultimate - Open,Cape Elizabeth,High School,Boys,43.5931434,-70.2289333
Carmel Construction,Carmel,High School,Boys,39.9788017,-86.1189257
Carrboro Clams,Carrboro,High School,Boys,35.9099875,-79.0752876
Carrboro Mussels,Carrboro,High School,Boys,35.9099875,-79.0752876
Hydras High School,Carrboro,High School,Boys,35.9099875,-79.0752876
Hydras High School,Carrboro,High School,Mixed,35.9099875,-79.0752876
Hydras MS,Carrboro,High School,Mixed,35.9099875,-79.0752876
Hydras MS,Carrboro,High School,Boys,35.9099875,-79.0752876
Green Hope High School,Cary,High School,Boys,35.7882893,-78.7812081
Titans of Mischief,Cary,High School,Girls,35.7882893,-78.7812081
Comets,Catonsville,High School,Boys,39.2609921,-76.7455433
Arapahoe Mixed,Centennial,High School,Mixed,39.602187,-104.7907857
CGUC Indoor Boys 1,Center Grove,High School,Boys,31.1674048,-95.3843869
CGUC Indoor Boys 2,Center Grove,High School,Boys,31.1674048,-95.3843869
CGUC Indoor Boys 3,Center Grove,High School,Boys,31.1674048,-95.3843869
CGUC Indoor Boys 4,Center Grove,High School,Boys,31.1674048,-95.3843869
QACHS Ultimate,Centreville,High School,Boys,38.84487,-77.4354026
Chamblee Bulldogs,Chamblee,High School,Boys,33.892176,-84.2988296
Chaska,Chanhassen,High School,Boys,44.8618403,-93.5307207
Chantilly Ultimate,Chantilly,High School,Boys,38.8788355,-77.4022172
Chapel Hill Ultimate Frisbee,Chapel HIll,High School,Boys,35.9131542,-79.05578
CHUF Y,Chapel Hill,High School,Boys,35.9131542,-79.05578
East Chapel Hill,Chapel Hill,High School,Boys,35.9131542,-79.05578
ECHHS,Chapel Hill,High School,Boys,35.9131542,-79.05578
East Eclipse,Chapel Hill,High School,Girls,35.9131542,-79.05578
Emerson Waldorf,Chapel Hill,High School,Boys,35.9131542,-79.05578
Electra,Chapel Hill,High School,Girls,35.9131542,-79.05578
Oods,Chapel Hill,High School,Boys,35.9131542,-79.05578
CHUF X,Chapel Hill ,High School,Boys,35.9131542,-79.05578
Trojans,Charleston,High School,Mixed,32.7876012,-79.9402728
AKult,Charlotte,High School,Boys,35.2272086,-80.8430827
Buccaneers,Charlotte,High School,Boys,35.2272086,-80.8430827
Myers Park Mustangs,Charlotte,High School,Boys,35.2272086,-80.8430827
Weddington Warriors,Charlotte,High School,Boys,35.2272086,-80.8430827
Charlotte Flight,Charlotte,High School,Boys,35.2272086,-80.8430827
Royal Air Force,Charlottesville,High School,Boys,38.029306,-78.4766781
Baylor,Chattanooga,High School,Boys,35.0457219,-85.3094883
13th Street Ballaz,Chattanooga,High School,Boys,35.0457219,-85.3094883
13th St Ballaz,Chattanooga,High School,Boys,35.0457219,-85.3094883
Marquette Open,Chesterfield,High School,Boys,38.661953,-90.5643258
Colts,Chesterfield,High School,Boys,38.661953,-90.5643258
Gatortangs,Chicago,High School,Boys,41.8755616,-87.6244212
Gatortangs,Chicago,High School,Mixed,41.8755616,-87.6244212
Gatortangs ,Chicago,High School,Boys,41.8755616,-87.6244212
Gatortangs ,Chicago,High School,Mixed,41.8755616,-87.6244212
voLTage,Chicago,High School,Boys,41.8755616,-87.6244212
voLTage,Chicago,High School,Mixed,41.8755616,-87.6244212
Colossus of Latin,Chicago,High School,Boys,41.8755616,-87.6244212
Colossus of Latin,Chicago,High School,Mixed,41.8755616,-87.6244212
RedHawks,Chicago,High School,Boys,41.8755616,-87.6244212
Jaguars JV,Chicago,High School,Boys,41.8755616,-87.6244212
Jaguars JV,Chicago,High School,Mixed,41.8755616,-87.6244212
Pritzker Jaguars,Chicago,High School,Boys,41.8755616,-87.6244212
Pritzker Jaguars,Chicago,High School,Mixed,41.8755616,-87.6244212
Pritzker Lady Jaguars,Chicago,High School,Girls,41.8755616,-87.6244212
Pritzker Lady Jaguars,Chicago,High School,Mixed,41.8755616,-87.6244212
Walter Payton Girls High School Ultimate,Chicago,High School,Girls,41.8755616,-87.6244212
Walter Payton Girls High School Ultimate,Chicago,High School,Boys,41.8755616,-87.6244212
Mason Comets Ultimate,Cincinnaiti,High School,Boys,39.015616,-86.894381
Mason Comets Ultimate,Cincinnaiti,High School,Girls,39.015616,-86.894381
Mason Comets Ultimate,Cincinnaiti,High School,Mixed,39.015616,-86.894381
Omega,Cincinnati,High School,Girls,39.1014537,-84.5124602
Omega,Cincinnati,High School,Girls,39.1014537,-84.5124602
Revolution,Cincinnati,High School,Boys,39.1014537,-84.5124602
Revolution X,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Revolution Y,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Savage,Cincinnati,High School,Boys,39.1014537,-84.5124602
Savage,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Savage,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Savages,Cincinnati,High School,Girls,39.1014537,-84.5124602
StX,Cincinnati,High School,Boys,39.1014537,-84.5124602
XUA,Cincinnati,High School,Mixed,39.1014537,-84.5124602
FoXavier,Cincinnati,High School,Boys,39.1014537,-84.5124602
Team A,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Team B,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Team C,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Team D,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Team E,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Team F,Cincinnati,High School,Mixed,39.1014537,-84.5124602
Lakota,Cincinnati ,High School,Boys,39.1014537,-84.5124602
Lakota,Cincinnati ,High School,Mixed,39.1014537,-84.5124602
Clayton ,Clayton,High School,Mixed,42.8547706,-91.3667151
Clayton ,Clayton,High School,Boys,42.8547706,-91.3667151
LSA Lions,Clayton,High School,Boys,42.8547706,-91.3667151
BallHawks,Cleveland,High School,Boys,41.5051613,-81.6934446
War Eagles,College Park,High School,Boys,38.980666,-76.9369189
Woodward Academy,College Park,High School,Boys,38.980666,-76.9369189
Woodward Academy Female Ultimate,College Park,High School,Girls,38.980666,-76.9369189
Elevation,Colorado Springs,High School,Boys,38.8339578,-104.8253485
Lady Raven's,Colorado Springs,High School,Girls,38.8339578,-104.8253485
Raven MadFLX,Colorado Springs,High School,Mixed,38.8339578,-104.8253485
Raven MadFLX,Colorado Springs,High School,Boys,38.8339578,-104.8253485
