Team Name,Team City,lat,lon
Oregon State B,Corvallis,44.5645659,-123.2620435
Dinos,Corvallis,44.5645659,-123.2620435
Western Front,Cullowhee,35.3137739,-83.1765814
Nighthawks,Dahlonega,34.5328484,-83.9845723
Aurea Ultimate,Dahlonega ,34.5328484,-83.9845723
EVO,Dallas,32.7762719,-96.7968559
DUFF,Davidson,35.4992614,-80.8485218
DUFF Women,Davidson,35.4992614,-80.8485218
Davis Dogs,Davis,40.7474784,-92.3965311
Davis Dogs B,Davis,40.7474784,-92.3965311
Rogue,Davis,40.7474784,-92.3965311
UC Davis -B,Davis,40.7474784,-92.3965311
Kraken,Dayton,39.7589478,-84.1916069
UD Ultimate,Dayton,39.7589478,-84.1916069
Airstrike,Dayton,39.7589478,-84.1916069
Dirty Birds,Daytona Beach,29.2108147,-81.0228331
Freya,Decorah,43.3041609,-91.7859098
Lufda,Decorah,43.3041609,-91.7859098
Pound,Decorah,43.3041609,-91.7859098
Wolfpack Ultimate,Dekalb,41.8903447,-88.7713953
Firedogs,Delaware,38.6920451,-75.4013315
Yetis,Delaware,38.6920451,-75.4013315
Envy,Denton,33.1838787,-97.1413417
UNT illeagles,Denton,33.1838787,-97.1413417
UNT X,Denton,33.1838787,-97.1413417
Frostbite,Denver,39.7392364,-104.9848623
Hype ,Denver,39.7392364,-104.9848623
Sourdough,Denver,39.7392364,-104.9848623
Frostbite,Denver,39.7392364,-104.9848623
AYU Indoor Hat Dec. 2017,Denver,39.7392364,-104.9848623
DUC,Des Moines,41.5910323,-93.6046655
iBex,Des Moines,41.5910323,-93.6046655
LakEffect,Duluth,46.7729322,-92.1251218
Northern Lights,Duluth,46.7729322,-92.1251218
Brimstone,Durham,35.996653,-78.9018053
Swerve,Durham,35.996653,-78.9018053
New Hampshire Ultimate Team,Durham,35.996653,-78.9018053
Oriza Ultimate,Durham,35.996653,-78.9018053
Ur Not Harold?,Durham,35.996653,-78.9018053
ARC,East Lansing,42.7355416,-84.4852469
Infamous,East Lansing,42.7355416,-84.4852469
Riot Control,East Lansing,42.7355416,-84.4852469
Stonehill College Men's Ultimate,Easton,40.6916081,-75.2099866
Stonehill College Women's Ultimate,Easton,40.6916081,-75.2099866
EauZone,Eau Claire,44.811349,-91.4984941
SOL,Eau Claire,44.811349,-91.4984941
Haggis,Edinboro,41.8742225,-80.1317236
Shaggus ,Edinboro,41.8742225,-80.1317236
Wind Machine,Ellensburg,46.9970635,-120.5451223
DISCiples,ellisville,38.5946373,-90.584838
Elon,Elon,36.1029132,-79.5066895
Wild Rumpus,Elon,36.1029132,-79.5066895
Ego,Eugene,44.0505054,-123.0950506
Fugue,Eugene,44.0505054,-123.0950506
ID,Eugene,44.0505054,-123.0950506
Bolt,Evanston,42.0447388,-87.6930459
GungHo,Evanston,42.0447388,-87.6930459
GungHo B ,Evanston,42.0447388,-87.6930459
NUT,Evanston,42.0447388,-87.6930459
NUTHOS,Evanston,42.0447388,-87.6930459
Fusion,Evansville,37.9747645,-87.5558483
Anomaly,Evasnville,39.76,-98.5
Anarchy,Ewing,38.0886603,-88.852287
Revolution,Ewing,38.0886603,-88.852287
Extinction,Fairfax,38.8462236,-77.3063733
Mason Meltdown,Fairfax,38.8462236,-77.3063733
Massacre,Fairfax,38.8462236,-77.3063733
Fairfield Spartans,Fairfield,38.2493581,-122.039966
Windbreak Ultimate Club,Fargo,46.877229,-96.789821
Beavers ,Farmington,44.6402434,-93.1435497
Ludicrous Comfort,Fayetteville,36.0625843,-94.1574328
Ludicrous Speed ,Fayetteville,36.0625843,-94.1574328
SoCo,Fayetteville,36.0625843,-94.1574328
Speed Bump,Fayetteville,36.0625843,-94.1574328
El Ponderoso,Flagstaff,35.1987522,-111.6518229
Jines in the Pines,Flagstaff,35.1987522,-111.6518229
Bulldogs,Flint,43.0161693,-83.6900211
Marcus,Flower Mound,33.0283854,-97.0867203
Marcus,Flower Mound,33.0283854,-97.0867203
Grizzly,Forest Grove,45.5197452,-123.1114405
Hell's Belles,Fort Collins,40.5508527,-105.0668085
Hibida,Fort Collins,40.5508527,-105.0668085
Hibida,Fort Collins,40.5508527,-105.0668085
FGCU Eagles,Fort Myers,26.640628,-81.8723084
Abduction,Fort Smith,35.3872218,-94.4248983
High Noon,Fort Worth,32.753177,-97.3327459
Wrath,Fort Worth,32.753177,-97.3327459
Mother of George,Fredericksburg,38.3031837,-77.4605399
Mary Massacre,Fredericksburg ,38.3031837,-77.4605399
Terrifying Turtles,Fredonia,41.2847478,-91.3387659
Turtlicious Turtles,Fredonia,41.2847478,-91.3387659
Rabid,Fresno,36.7394421,-119.7848307
The Commute,Fullerton,33.8708215,-117.9294165
Diesel,Gainesville,29.6519684,-82.3249846
Florida,Gainesville,29.6519684,-82.3249846
Florida B,Gainesville,29.6519684,-82.3249846
FUEL,Gainesville,29.6519684,-82.3249846
Mary Todd,Galesburg,40.9479779,-90.3705842
River Rats,Galesburg ,40.9479779,-90.3705842
Stockton ,Galloway,39.9139207,-83.1633336
Ransom,Gambier,40.375643,-82.3970994
SERF,Gambier,40.375643,-82.3970994
Snail B,Geneseo,38.5161207,-98.1567235
Snail,Geneseo,38.5161207,-98.1567235
Escargot 2017,Geneseo,38.5161207,-98.1567235
Pan Fried Funk,Gettysburg,39.8308973,-77.231012
Ruf Riders,Glassboro,39.7027677,-75.1119434
RUF Riders,Glassboro,39.7027677,-75.1119434
Ruf Riders B,Glassboro,39.7027677,-75.1119434
Entropy,Golden,39.755543,-105.221099
AYU Indoor Hat Tournaments,Golden,39.755543,-105.221099
Black Out,Goleta,34.4358295,-119.8276389
Black Tide,Goleta,34.4358295,-119.8276389
Burning Skirts,Goleta,34.4358295,-119.8276389
Olei,Goleta,34.4358295,-119.8276389
Calvin Ultimate,Grand Rapids,42.9632405,-85.6678639
Denison Frisbee Ultimate Club,Granville,42.9855403,-95.8736256
Black Pearl,Greenville,34.851354,-82.3984882
Irates,Greenville,34.851354,-82.3984882
Grinneleanor Roosevelt,Grinnell,39.12723,-100.629031
Grinnellephants,Grinnell,39.12723,-100.629031
Sticky Tongue Frogs,Grinnell,39.12723,-100.629031
Jabberwock,Hamilton,31.6429346,-97.9715967
The Vibe,Hamilton,31.6429346,-97.9715967
Discomfort Trolley,Hanover,39.8063247,-76.9842735
Pain Train,Hanover,39.8063247,-76.9842735
Princess Layout,Hanover,39.8063247,-76.9842735
Bitchmonkeys,Harrisonburg,38.4493315,-78.8688833
Hellfish,Harrisonburg,38.4493315,-78.8688833
Smellfish,Harrisonburg,38.4493315,-78.8688833
Hartford Biddies,Hartford,41.7655582,-72.6906128
Southern Miss,Hattiesburg,31.3271189,-89.2903392
Big Donkey Ultimate,Haverford,40.0131672,-75.2943516
Sneetches,Haverford,40.0131672,-75.2943516
Sneetches B,Haverford,40.0131672,-75.2943516
Flying Dutchmen,Hempstead,33.6949319,-93.6929825
Hofstra Ultimate,Hempstead,33.6949319,-93.6929825
M45,Hempstead,33.6949319,-93.6929825
High Point University Bagheera,High Point,35.9556924,-80.0053176
Stevens Tech,Hoboken,40.7433066,-74.0323752
Stevens Tech,Hoboken,40.7433066,-74.0323752
DiscoTech,Houghton,46.8591287,-88.7774734
Skyline,Houston,29.7589382,-95.3676974
Cloud 9,Houston,29.7589382,-95.3676974
Torque,Houston,29.7589382,-95.3676974
Nightmares,Huntsville,34.729847,-86.5859011
Deuce Ultimate,Huntsville,34.729847,-86.5859011
Disc Pics,Huntsville,34.729847,-86.5859011
Innuendo,Indiana,40.3270127,-86.1746933
Jaguars,Indianapolis,39.7683331,-86.1583502
IHUC,Iowa City,41.6612561,-91.5299106
Saucy Nancy,Iowa City,41.6612561,-91.5299106
Grass Ninjas,Irvine,33.6856969,-117.8259819
Nightlife,Irvine,33.6856969,-117.8259819
Vitality,Irving,32.8295183,-96.9442177
Vortex,Irving,32.8295183,-96.9442177
UDU Mixed,Irving,32.8295183,-96.9442177
Buds,Ithaca,42.4396039,-76.4968019
Cornell-B (Shake),Ithaca,42.4396039,-76.4968019
Rosebuds,Ithaca,42.4396039,-76.4968019
Thorny Roses,Ithaca,42.4396039,-76.4968019
Wild Roses,Ithaca,42.4396039,-76.4968019
Kweezy,Ithaca,42.4396039,-76.4968019
Nawshus Ultimate,Ithaca,42.4396039,-76.4968019
Union Jaxx,Jackson,32.2990384,-90.1847691
Union Jillz,Jackson,32.2990384,-90.1847691
Category 5,Jacksonville,30.3321838,-81.655651
BUC,Johnson City,36.3134398,-82.3534728
The Flood,Johnstown,40.3267407,-78.9219698
Red Wolf Ultimate,Jonesboro,35.8428646,-90.7034522
Ultimate Buzz,Kalamazoo,42.291707,-85.5872286
Dark Horse,Kalamazoo,42.291707,-85.5872286
Queen Beez Ultimate,Kalamazoo ,42.291707,-85.5872286
Keene State,Keene,42.933597,-72.2784264
Owls,Keene,42.933597,-72.2784264
Parliament,Kennesaw,34.0234337,-84.6154897
Strix,Kennesaw,34.0234337,-84.6154897
Carthage Blitzkrieg,Kenosha,42.5846773,-87.8212263
Kent State Damn Gravity,Kent,33.1665316,-100.7846477
Gaels,Kingston,41.9287812,-74.0023702
Queen's - Kingston,Kingston,41.9287812,-74.0023702
Disky,KINGSTON,41.9287812,-74.0023702
Disky Business,Kingston,41.9287812,-74.0023702
RIUT,Kingston,41.9287812,-74.0023702
RIUT B,Kingston,41.9287812,-74.0023702
JujiTSU ,Kirksville,40.1948848,-92.5833939
Truman State Mixed,Kirksville,40.1948848,-92.5833939
TSUnami Women's Ultimate,Kirksville ,40.1948848,-92.5833939
Agent Orange,Knoxville,35.9603948,-83.9210261
Big Orange Screw,Knoxville,35.9603948,-83.9210261
BadLUC,La Crosse,29.897156,-91.203248
BadLUC B,La Crosse,29.897156,-91.203248
Galaxy,La Crosse,29.897156,-91.203248
Biddasweet,La Crosse,29.897156,-91.203248
Air Squids LITE ,La Jolla,30.540821,-91.078586
California-San Diego-B,La Jolla,30.540821,-91.078586
Blue Moon,Lancaster,40.03813,-76.3056686
Deep Blue,Lancaster,40.03813,-76.3056686
Betty Ultimate,Lawrence,38.9719384,-95.2359496
Betty Ultimate B,Lawrence,38.9719384,-95.2359496
BontalZetty,Lawrence,38.9719384,-95.2359496
Horrorzontals,Lawrence,38.9719384,-95.2359496
BÄR,Lawrenceville,33.9562149,-83.9879625
Mudsharks,Lewisburg,37.8017879,-80.4456303
Bates Orange Whip,Lewiston,46.4195913,-117.0216144
Cold Front,Lewiston,46.4195913,-117.0216144
CoolWhip,Lewiston,46.4195913,-117.0216144
Orange Whip B-Team aka The Whippettes,Lewiston,46.4195913,-117.0216144
Coldfront B,Lewiston,46.4195913,-117.0216144
KULT,Lexington,38.0464066,-84.4970393
Buda U17 Select Team 1,Lexington,38.0464066,-84.4970393
Buda U17 Select Team 2,Lexington,38.0464066,-84.4970393
Cornfed Ultimate,Lincoln,40.8088861,-96.7077751
Cuddle Raptors,Lincoln,40.8088861,-96.7077751
Hawks,Livermore,37.6820583,-121.7680531
USULT,Logan,40.1075089,-89.3768539
No Regrets,Long Beach,33.7690164,-118.191604
Stalkers,Long Beach,33.7690164,-118.191604
Detox,Los Angeles,34.0536909,-118.242766
Women's Air Corps (WAC),Los Angeles,34.0536909,-118.242766
Hellions of Troy,Los Angeles,34.0536909,-118.242766
USC Combo,Los Angeles,34.0536909,-118.242766
USC Lockdown,Los Angeles,34.0536909,-118.242766
BLU,Los Angeles,34.0536909,-118.242766
Smaug,Los Angeles,34.0536909,-118.242766
UCLA Midas,Los Angeles,34.0536909,-118.242766
UCLA Smoke,Los Angeles,34.0536909,-118.242766
502,Louisville,38.2542376,-85.759407
Riverhawks,Lowell,42.6334247,-71.3161718
Tumbleweed,Lubbock,33.5635206,-101.879336
Flames,Lynchburg,37.4137536,-79.1422464
Lady Flames,Lynchburg,37.4137536,-79.1422464
Wisco Mixed Co.,Madison,43.074761,-89.3837613
Atropa,Madison,43.074761,-89.3837613
Bella Donna,Madison,43.074761,-89.3837613
Hodags,Madison,43.074761,-89.3837613
Pimpdags,Madison,43.074761,-89.3837613
Wisconsin C,Madison,43.074761,-89.3837613
RC Hammer,Mahwah,41.0887072,-74.1437552
Cheshire,Manhattan,40.7896239,-73.9598939
Wizards,Manhattan,40.7896239,-73.9598939
BlueSkunks,Mankato,44.1634663,-93.9993505
MSU Skunks,Mankato,44.1634663,-93.9993505
Huck Dynasty,Marion,32.7931661,-94.344488
Aurora,Marquette,46.4481521,-87.6305899
Riptide,Marquette,46.4481521,-87.6305899
Shipwreck,Marquette,46.4481521,-87.6305899
Passive Fist,Mars Hill,46.5158751,-67.8664135
RGV Shrike Cutters,McAllen,26.2043691,-98.230082
Hellbender,Meadville,41.641445,-80.151449
Hellbenderitas,Meadville,41.641445,-80.151449
Falcons,Mechanicsburg,40.2101972,-77.0047276
Falcons,Mechanicsburg,40.2101972,-77.0047276
Messiah Falcons ,Mechanicsburg,40.2101972,-77.0047276
U20 Fall 2017 BUDA,Medford,42.4184296,-71.1061639
BWO,Medford,42.4184296,-71.1061639
Elephant Men,Medford,42.4184296,-71.1061639
Tufts B,Medford,42.4184296,-71.1061639
Tufts C,Medford,42.4184296,-71.1061639
Florida Tech,Melbourne,28.11771,-80.6629575
MisFITs,Melbourne,28.11771,-80.6629575
Memphis Bluff,Memphis,35.1490215,-90.0516285
Rhodekill,Memphis,35.1490215,-90.0516285
Yeti Ultimate,Menomonie,44.8755183,-91.9193422
Middlebury Lady Pranksters,Middlebury,44.0072736,-73.1633011
Pranksters,Middlebury,44.0072736,-73.1633011
Pranksters,Middlebury,44.0072736,-73.1633011
Nietzsch Factor,Middletown,41.5496141,-72.6515776
Throw Culture,Middletown,41.5496141,-72.6515776
Vicious Circles,Middletown,41.5496141,-72.6515776
Vicious Circus B,Middletown,41.5496141,-72.6515776
Disconnected,Milledgeville,33.0801429,-83.2320991
Lynx Rufus,MIlledgeville,33.0801429,-83.2320991
Moose,Millersville,35.3038485,-118.4578633
Moxie,Milwaukee,43.0349931,-87.922497
Birdhouse 2017,Milwaukee,43.0349931,-87.922497
Ducks,Milwaukee,43.0349931,-87.922497
Black Cat,Milwaukee,43.0349931,-87.922497
BlackCat ,Milwaukee,43.0349931,-87.922497
BLACKOUT,Milwaukee,43.0349931,-87.922497
Grey Duck,Minneapolis,44.9772995,-93.2654692
Ninjas,Minneapolis,44.9772995,-93.2654692
Rubber Ducky,Minneapolis,44.9772995,-93.2654692
Ugly Duckling,Minneapolis,44.9772995,-93.2654692
MT PillowFight,Missoula,46.8701049,-113.995267
Smokejump,Missoula,46.8701049,-113.995267
Smokejump X,Missoula,46.8701049,-113.995267
Smokejump Y,Missoula,46.8701049,-113.995267
SHUC,Mobile,30.6943566,-88.0430541
Mountain Mamas ,Morgantown,39.6296809,-79.9559437
WV Wild,Morgantown,39.6296809,-79.9559437
WV Wonderful,Morgantown,39.6296809,-79.9559437
Idaho Gems,Moscow,46.7323875,-117.0001651
Red Scare,Moscow,46.7323875,-117.0001651
C-Team,Mount Vernon,38.3172715,-88.9031201
Shark Bait,Mt. Pleasent,35.300328,-119.121029
Cardinals,Muncie,40.1936892,-85.3865271
Lightning,Murfreesboro,35.8460396,-86.3921096
Frontier,Nacogdoches,31.5970503,-94.5927451
eNVy,Naperville,41.7728699,-88.1479278
URSA,Nashville,36.1622296,-86.7743531
Disco,Nashville,36.1622296,-86.7743531
Armada,Nashville,36.1622296,-86.7743531
VUDU,Nashville,36.1622296,-86.7743531
Blue Barracudas,New Britain,41.6796456,-72.7883468
Central Connecticut State,New Britain,41.6796456,-72.7883468
Machine,New Brunswick,40.4862174,-74.4518173
Rutgers Nightshade,New Brunswick,40.4862174,-74.4518173
Mighty Hucks,New Haven,41.2984343,-72.9310234
Harvard Red Line,New Haven,41.2984343,-72.9310234
Ramona,New Haven,41.2984343,-72.9310234
Süperfly,New Haven,41.2984343,-72.9310234
Aletheia ,New London,41.331256,-72.0964372
Dasein,New London,41.331256,-72.0964372
Dasletheia,New London,41.331256,-72.0964372
Muses,New Orleans,29.9499323,-90.0701156
Gunx,New Paltz,41.7464972,-74.0844894
Gunx,New Paltz,41.7464972,-74.0844894
Columbia B,New York City,40.7127281,-74.0060152
Uptown Local,New York City,40.7127281,-74.0060152
NYU Violet Femmes,New York City,40.7127281,-74.0060152
New York Ultimate,New York City,40.7127281,-74.0060152
Violet Femmes,New York City,40.7127281,-74.0060152
PANDEMIC,New York City,40.7127281,-74.0060152
Sideshow,Newark,40.735657,-74.1723667
Sideshow,Newark,40.735657,-74.1723667
Sideshow,Newark,40.735657,-74.1723667
Sideshow Ultimate,Newark,40.735657,-74.1723667
Freakshow,Newark,40.735657,-74.1723667
Geekshow,Newark,40.735657,-74.1723667
Airbenders,Newport News,36.9775016,-76.42977
Skymaul,Newport News,36.9775016,-76.42977
Gnomes,Normal,40.5117699,-88.9944815
Gnomes B,Normal,40.5117699,-88.9944815
Lady Gnomes,Normal,40.5117699,-88.9944815
Apes of Wrath,Norman,35.2225717,-97.4394816
Apes of Wrath B,Norman,35.2225717,-97.4394816
Dust Devils,Norman,35.2225717,-97.4394816
Never Mrs,Norman,35.2225717,-97.4394816
Silverbacks,Norman,35.2225717,-97.4394816
Merrimack Ultimate,North Andover,42.6839894,-71.1127065
Luna Disc (2016-2017),Northampton ,42.3178989,-72.6311006
Carleton College (CUT),Northfield,44.4582041,-93.161159
Hot Karls,Northfield,44.4582041,-93.161159
Syzygy,Northfield,44.4582041,-93.161159
Eclipse,Northfield,44.4582041,-93.161159
Gods of Plastic,Northfield,44.4582041,-93.161159
Berzerkers,Northfield,44.4582041,-93.161159
Vortex,Northfield,44.4582041,-93.161159
WULF,Norton,39.7944702,-99.9100033
Oh Baby!,Notre Dame,41.7045677,-86.2382203
Opus D's,Notre Dame,41.7045677,-86.2382203
Papal Rage,Notre Dame,41.7045677,-86.2382203
Womb,Notre Dame,41.7045677,-86.2382203
Flying Horsecows,Oberlin,41.2939386,-82.2173786
Flying Horsecows,Oberlin,41.2939386,-82.2173786
HAM,Oberlin,41.2939386,-82.2173786
Preying Manti B,Oberlin,41.2939386,-82.2173786
Preying Manti A,Oberlin,41.2939386,-82.2173786
Tuskers,Omaha,41.2587459,-95.9383758
UNO,Omaha,41.2587459,-95.9383758
Love$eat,Oneonta,33.9481537,-86.472764
SOFA,Oneonta,33.9481537,-86.472764
CHI,Orem,40.2971825,-111.694943
CHOMP,Orem,40.2971825,-111.694943
Central Florida,Orlando,28.5421109,-81.3790304
Dogs of War,Orlando,28.5421109,-81.3790304
Havoc,Orlando,28.5421109,-81.3790304
Boy Named Sue,Orono,44.883607,-68.672791
Goonsquad,Orono,44.883607,-68.672791
UFO,Oshkosh,44.0206919,-88.5408574
GeeGees,Ottawa,39.1273653,-97.6568094
Miami Boogiemen,Oxford,39.7852062,-75.9790215
Pac Attack,Oxford,39.7852062,-75.9790215
HYDRa,Oxford,39.7852062,-75.9790215
HYDRasharks,Oxford,39.7852062,-75.9790215
Landsharks,Oxford,39.7852062,-75.9790215
Miami Alumni,Oxford,39.7852062,-75.9790215
Control,Palo Alto,37.4443293,-122.1598465
Reign,Parkland,26.3100794,-80.23727
"""Parkland"" PLU Alumni",Parkland,26.3100794,-80.23727
Aftermath,Pasadena,34.1476452,-118.1444779
Bama Alum 2017,Pelham,33.285669,-86.8099884
Angry Otters,Peoria,40.6938609,-89.5891008
Dragons,Philadelphia,39.9527237,-75.1635262
Spitfire,Philadelphia,39.9527237,-75.1635262
Null,Philadelphia,39.9527237,-75.1635262
Venoid,Philadelphia,39.9527237,-75.1635262
Venus,Philadelphia,39.9527237,-75.1635262
Venus,Philadelphia,39.9527237,-75.1635262
Void,Philadelphia,39.9527237,-75.1635262
Disk Whisperers,Philadelphia,39.9527237,-75.1635262
Diskfunctional,Philadelphia,39.9527237,-75.1635262
SJU Dirty Doves,Philadelphia,39.9527237,-75.1635262
St. Joseph's,Philadelphia,39.9527237,-75.1635262
Alert,Philadelphia,39.9527237,-75.1635262
False Alarm,Philadelphia,39.9527237,-75.1635262
T.U.F Broads,Philadelphia,39.9527237,-75.1635262
Third Wheelers,Philadelphia,39.9527237,-75.1635262
Lopes,Phoenix,33.4484367,-112.0741417
Big Mac,Piscataway,38.7006716,-76.9721965
Money Mellons,Pittsburgh,40.4416941,-79.9900861
Mr. Yuk,Pittsburgh,40.4416941,-79.9900861
Danger,Pittsburgh,40.4416941,-79.9900861
En Sabah Nur,Pittsburgh,40.4416941,-79.9900861
En Sabah Nur-B,Pittsburgh,40.4416941,-79.9900861
High Voltage,Pittsburgh,40.4416941,-79.9900861
BPO,Pittsburgh,40.4416941,-79.9900861
Knights,Plainsboro,40.3334409,-74.6004341
Udderburn,Platteville,40.2149829,-104.8227494
Quarter Pounders,Pomona,34.0553813,-117.7517496
Cow Ultimate,Pomona,34.0553813,-117.7517496
Artemis,Portland,45.5202471,-122.6741949
Bacchus ,Portland,45.5202471,-122.6741949
Bacchus - Developmental,Portland,45.5202471,-122.6741949
Uprise,Portland,45.5202471,-122.6741949
UPRoar,Portland,45.5202471,-122.6741949
Osiks,Portland,45.5202471,-122.6741949
Vitruvious,Portland,45.5202471,-122.6741949
Berserk,Portland,45.5202471,-122.6741949
Reed Ruckus,Portland,45.5202471,-122.6741949
Rip Tide,Portland,45.5202471,-122.6741949
Rising Tide,Portland,45.5202471,-122.6741949
Mountaineers,Potsdam ,44.6697996,-74.9813349
Fox Ultimate,Poughkeepsie,41.7065539,-73.9283672
Boxing Nuns,Poughkeepsie,41.7065539,-73.9283672
Cyber Nunx,Poughkeepsie,41.7065539,-73.9283672
Swinging Monks,Poughkeepsie,41.7065539,-73.9283672
Boxing Nun Alumni,Poughkeepsie,41.7065539,-73.9283672
Swinging Monks,Poughkeepsie,41.7065539,-73.9283672
Clockwork,Princeton,40.3492744,-74.6592958
Clockwork B,Princeton,40.3492744,-74.6592958
Clockwork Orange,Princeton,40.3492744,-74.6592958
Stopwatch,Princeton,40.3492744,-74.6592958
Brown - B,Providence,41.8239891,-71.4128343
Brown - C,Providence,41.8239891,-71.4128343
Brownian Motion,Providence,41.8239891,-71.4128343
Cosmic Rays,Providence,41.8239891,-71.4128343
Disco Inferno,Providence,41.8239891,-71.4128343
Brown X,Providence,41.8239891,-71.4128343
BrownY,Providence,41.8239891,-71.4128343
PC Ulty,Providence,41.8239891,-71.4128343
CHI,Provo,40.2338438,-111.6585337
CHI B,Provo,40.2338438,-111.6585337
Suspicious Package,Pullman,46.7304268,-117.173895
Suspicious Package X,Pullman,46.7304268,-117.173895
Suspicious Package Y,Pullman,46.7304268,-117.173895
Scoundrels,Radford,39.5775401,-89.0345251
Jaga Monsta,Raleigh,35.7803977,-78.6390989
NCSU Wolfpack,Raleigh,35.7803977,-78.6390989
BomBardment ,Red Hook,40.6751032,-74.0095841
Ascension,Reno,39.5261206,-119.8126581
Black Ice,Reno,39.5261206,-119.8126581
Elevation Ultimate,Reno,39.5261206,-119.8126581
Nevada,Reno,39.5261206,-119.8126581
MonStars,Richardson,32.9481789,-96.7297206
Woof,Richardson,32.9481789,-96.7297206
Woof,Richardson,32.9481789,-96.7297206
Woofstars,Richardson,32.9481789,-96.7297206
Richmond Redhots,Richmond,37.5385087,-77.43428
Spidermonkeys,Richmond,37.5385087,-77.43428
Vendetta,Richmond,37.5385087,-77.43428
Villains,Richmond,37.5385087,-77.43428
Gyrfalcons,River Falls,44.8595111,-92.6265897
RIT Spudheds,Rochester,43.157285,-77.615214
EZ Women,Rochester,43.157285,-77.615214
Piggies,Rochester,43.157285,-77.615214
D'Vine,Rohnert Park,38.3396367,-122.7010984
Grapes of Wrath,Rohnert Park,38.3396367,-122.7010984
Miner Threat,Rolla,37.9509324,-91.7708076
Miner Threat,Rolla,37.9509324,-91.7708076
Noble Savage,Rome,43.2128473,-75.4557304
Sac State,Sacramento,38.5810606,-121.4938951
Bethel Ultimate,Saint Paul,44.9504037,-93.1015026
Pursesnatchers,Saint Paul,44.9504037,-93.1015026
Buzz Ultimate A,Salisbury,35.6709727,-80.4742261
Flash,Salisbury,35.6709727,-80.4742261
Salisbury B,Salisbury,35.6709727,-80.4742261
Spiral Jetty Ultimate,Salt Lake City,40.7596198,-111.8867975
Zion Curtain,Salt Lake City,40.7596198,-111.8867975
Legion,San Antonio,29.4246002,-98.4951405
V-Birds,San Antonio,29.4246002,-98.4951405
Velox,San Antonio,29.4246002,-98.4951405
Altitude,San Antonio,29.4246002,-98.4951405
Turbulence,San Antonio,29.4246002,-98.4951405
Air Squids,San Diego,32.7174202,-117.1627728
Air Squids Select,San Diego,32.7174202,-117.1627728
Federalis,San Diego,32.7174202,-117.1627728
SDSU Gnomes,San Diego,32.7174202,-117.1627728
UCSD Psychos,San Diego ,32.7174202,-117.1627728
Fog Ultimate,San Francisco,37.7790262,-122.419906
Fog Ultimate,San Francisco,37.7790262,-122.419906
Megabyte,San Jose,37.3361905,-121.890583
SLOCOMOTION,San Luis Obispo,35.3540209,-120.3757163
SLO Motion,San Luis Obispo,35.3540209,-120.3757163
SLO Motion B,San Luis Obispo,35.3540209,-120.3757163
SLOB,San Luis Obispo,35.3540209,-120.3757163
SLOCORE,San Luis Obispo,35.3540209,-120.3757163
Buckets,San Marcos,29.8826436,-97.9405828
Trainwreck,San Marcos,29.8826436,-97.9405828
Texas State ,San Marcos ,29.8826436,-97.9405828
Mixers,Santa Clara,37.2333253,-121.6846349
Santa Clara RAGE A,Santa Clara,37.2333253,-121.6846349
SCAB,Santa Clara,37.2333253,-121.6846349
SCAB,Santa Clara,37.2333253,-121.6846349
Santa Clara RAGE B,Santa Clara ,37.2333253,-121.6846349
Slugs,Santa Cruz,37.050096,-121.9905908
Sol,Santa Cruz,37.050096,-121.9905908
Solar Slugs,Santa Cruz,37.050096,-121.9905908
UCSC B (Ooze),Santa Cruz,37.050096,-121.9905908
ThoroughBears,Saratoga Springs,43.0821793,-73.7853915
Karabo Mosola,Saratoga Springs,43.0821793,-73.7853915
ThoroughBears 1,Saratoga Springs,43.0821793,-73.7853915
ThoroughBears 2,Saratoga Springs,43.0821793,-73.7853915
Pirate Ultimate,Savannah,32.0809263,-81.0911768
Harding Apocalypse,Searcy,35.9018987,-92.7098744
Skybisons,Searcy ,35.9018987,-92.7098744
Skybisons,Searcy ,35.9018987,-92.7098744
Big Bang,Seattle,47.6038321,-122.3300624
Element,Seattle,47.6038321,-122.3300624
Sundodgers,Seattle,47.6038321,-122.3300624
Washington B,Seattle,47.6038321,-122.3300624
Washington C,Seattle,47.6038321,-122.3300624
Moby Disc,Selinsgrove,40.8062437,-76.8607084
Bellewethers,Shippensburg,40.0507198,-77.5205485
Scapegoats,Shippensburg,40.0507198,-77.5205485
Scapegoats,Shippensburg,40.0507198,-77.5205485
Ironfist,Siloam Springs,36.1881365,-94.5404962
Savage Skies,Siloam Springs,36.1881365,-94.5404962
Bryant Craze,Smithfield,35.5085531,-78.33936
NeccsGen,Somerville,42.3875968,-71.0994968
Somerville Youth,Somerville,42.3875968,-71.0994968
EWO,Somerville,42.3875968,-71.0994968
Daisy Chain,South Hadley,42.2495463,-72.582258
GURU X,Spokane,47.6571934,-117.4235106
GURU Y,Spokane,47.6571934,-117.4235106
ZULU,Spokane,47.6571934,-117.4235106
Bangarang,Spokane,47.6571934,-117.4235106
Drury Ultimate,Springfield,39.7990175,-89.6439575
Bearly Legal,Springfield,39.7990175,-89.6439575
Missouri State,Springfield,39.7990175,-89.6439575
Rapture,St. Joseph,39.7686055,-94.8466322
Anarchy,St. Louis,38.6529545,-90.2411166
Archangel,St. Louis,38.6529545,-90.2411166
Contra,St. Louis,38.6529545,-90.2411166
Contraband,St. Louis,38.6529545,-90.2411166
Iron Horse,St. Louis,38.6529545,-90.2411166
